QID,PageTitle,description,occupation_labels,cluster,topClusterWords,umap_x,umap_y
Q43996799,Adelaide Dutcher,physician and public health worker,['physician'],92,"['researcher', 'american', 'health', 'medical', 'public']",5.859901,5.364561
Q95840107,Sherry Wu,chinese-American psychologist,['researcher'],33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",-0.44066456,5.9441404
Q91524630,Erica Spatz,American general cardiologist,"['researcher', 'cardiologist']",61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",7.444447,3.7383916
Q55591554,Carolina Araujo (mathematician),Brazilian mathematician,['mathematician'],2,"['mathematician', 'american', 'russian', 'polish', 'born']",13.70628,2.9992394
Q5340257,Edris Rice-Wray Carson,medical researcher,['physician'],92,"['researcher', 'american', 'health', 'medical', 'public']",5.531418,5.7677402
Q17517016,Kate Buchanan,Australian scientist and academic,"['ornithologist', 'researcher']",13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",6.302386,1.9836755
Q78437416,Jennifer Schultens,American mathematician,"['topologist', 'mathematician']",20,"['mathematician', 'american', 'british', 'mathematics', 'canadian']",9.071476,-9.511878
Q43370806,Eva Zurek,researcher,['researcher'],3,"['researcher', 'scientist', 'author', 'ai', 'university']",14.520987,22.590967
Q4991053,Eva Åkesson,Swedish chemist,['chemist'],46,"['chemist', 'german', 'british', 'american', 'professor']",10.189542,7.6844025
Q11203265,Leonora Bilger,American chemist who studied nitrogenous compounds,['chemist'],46,"['chemist', 'german', 'british', 'american', 'professor']",5.3711476,11.017662
Q66459241,Paulette Dillard,American academic administrator and medical technologist,['biologist'],55,"['american', 'administrator', 'academic', 'scientist', 'university']",5.827574,5.4069643
Q110827965,Jennifer Webster-Cyriaque,American dentist and immunologist,"['dentist', 'immunologist']",86,"['immunologist', 'american', 'researcher', 'british', 'canadian']",14.139262,7.64147
Q15994497,Janet Hemingway,British parasitologist,['researcher'],78,"['entomologist', 'american', 'british', 'ecologist', 'zealand']",1.289978,2.3787537
Q273791,Edith Lucie Bongo,First Lady of Gabon (1964-2009),['physician'],50,"['scientist', 'african', 'south', 'ugandan', 'academic']",12.9727955,4.1422954
Q91660177,Marci Lobel,American health psychologist,['researcher'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-2.1539974,5.8932786
Q30049895,Emma Strada,Italian engineer (1884–1970),"['civil engineer', 'architect', 'engineer']",84,"['italian', 'mathematician', 'physicist', 'scientist', 'american']",15.6454,5.850564
Q107863936,Hawaa Al Mansoori,"Emirati physician, inventor and politician","['physician', 'inventor', 'politician']",80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",6.838573,4.996628
Q62714533,Cathy Whitlock,American earth scientist,['paleogeographer'],48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",12.599754,7.820095
Q124267519,Edith E. Nicholls,American physician (1892-1978),['physician'],58,"['physician', 'american', 'doctor', 'medical', 'british']",6.689765,5.3354626
Q42398945,Christina Pagel,British German mathematician,['researcher'],88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",20.596745,12.715772
Q136771813,Emilija Soklič,Slovene electrical and audio engineer,"['audio engineer', 'electrical engineer']",54,"['engineer', 'british', 'electrical', 'engineering', 'chemical']",9.983094,6.9350367
Q48805077,Leslie Parent,American microbiologist and immunologist,"['microbiologist', 'virologist', 'immunologist']",27,"['microbiologist', 'american', 'bacteriologist', 'researcher', 'british']",18.560516,-4.0065923
Q64341979,Finale Doshi-Velez,American computer scientist,['computer scientist'],14,"['computer', 'scientist', 'american', 'british', 'researcher']",20.03892,7.915598
Q18098124,Jennifer Eberhardt,American psychologist,"['psychologist', 'legal scholar', 'university teacher']",73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.659116,11.102506
Q43942094,Mary Patricia Shepherd,thoracic surgeon,[],80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",7.0183487,4.979625
Q59139140,Amy Rosemond,American ecologist,['ecologist'],32,"['american', 'ecologist', 'environmental', 'scientist', 'professor']",12.708975,10.989586
Q28919966,Anna Mikusheva,Russian economist,"['economist', 'university teacher']",30,"['economist', 'american', 'british', 'university', 'economics']",9.327492,6.6514864
Q28736836,Artishia Gilbert,American physician,"['teacher', 'physician']",23,"['american', 'physician', 'medical', 'doctor', 'scientist']",-6.312759,2.020213
Q59706008,Adele Williamson,New Zealand biologist,['biologist'],38,"['new', 'zealand', 'scientist', 'biologist', 'born']",7.712355,2.1122847
Q100587785,Haimabati Sen,Indian physician,['physician'],72,"['indian', 'scientist', 'researcher', 'biologist', 'american']",4.8764467,3.7633588
Q116832743,Loretta Ogboro-Okor,Nigerian medical doctor,[],80,"['physician', 'british', 'doctor', 'medical', 'surgeon']",9.486773,3.703378
Q12362105,Ene-Margit Tiit,Estonian mathematician and statistician (born 1934),['mathematician'],2,"['mathematician', 'american', 'russian', 'polish', 'born']",10.334383,6.7096777
Q91271619,Patricia O'Campo,researcher (ORCID 0000-0003-4549-7324),['researcher'],70,"['0000', 'orcid', 'researcher', 'id', '0002']",16.987497,15.737365
Q16728931,Judith Faulkner,American computer scientist and business executive,['businessperson'],14,"['computer', 'scientist', 'american', 'british', 'researcher']",19.771894,7.8699985
Q88993599,Eun-Sil Shelley Hwang,American breast cancer oncologist,[],10,"['oncologist', 'american', 'mycologist', 'medical', 'physician']",14.664905,12.312963
Q102431239,Karen Smilowitz,"Ph.D. University of California, Berkeley 2001","['civil engineer', 'operations researcher']",65,"['american', 'women', 'director', 'activist', 'organization']",14.620707,7.7697554
Q92396404,Adina Merenlender,American conservation biologist,"['researcher', 'environmental scientist', 'conservation biologist']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",11.905129,10.354088
Q79365790,Jennifer M. Heemstra,American chemistry professor,['researcher'],9,"['professor', 'university', 'chemistry', 'american', 'engineering']",5.819436,9.3372965
Q6547674,Lilian Clarke,British botanist and teacher (1866-1934),"['botanist', 'university teacher']",19,"['botanist', 'british', 'english', 'irish', 'german']",10.7557745,11.264832
Q21537623,Betty Allan,Australian statistician (1905-1952),"['statistician', 'agronomist']",49,"['statistician', 'british', 'mathematical', 'australian', 'zealand']",14.960435,2.414556
Q71969463,Georgina Kermode,suffrage campaigner and engineer,"['engineer', 'suffragist']",65,"['american', 'women', 'director', 'activist', 'organization']",7.37921,4.6988006
Q1658686,Ilka Agricola,German mathematician,"['mathematician', 'university teacher']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",20.59624,12.715022
Q27838082,Elizabeth V. Hume,American linguist,"['linguist', 'university teacher', 'phonologist']",21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.843497,17.225946
Q2832728,Alessandra Melucco Vaccaro,Italian art historian and archaeologist (1940-2000),"['art historian', 'archaeologist', 'politician', 'historian']",56,"['archaeologist', 'historian', 'french', 'german', 'classical']",11.319505,2.2804399
Q108482630,Aviva Brecher,Romanian-American applied physicist and transportation scientist,['applied physicist'],71,"['physicist', 'american', 'nuclear', 'theoretical', 'particle']",9.378841,7.622296
Q18819387,Tina Cooper,Paediatrician and expert on child abuse,['pediatrician'],53,"['american', 'pediatrician', 'pediatric', 'paediatrician', 'physician']",4.983634,4.3975215
Q50379357,Catherine Callaghan (linguist),American linguist,['linguist'],21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.844243,17.226807
Q57515683,Adriana Briscoe,American evolutionary biologist,['biologist'],18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",2.800037,2.0015588
Q56938690,Jane K. Willenbring,American geomorphologist,"['geomorphologist', 'academic', 'university teacher', 'geologist']",98,"['american', 'geographer', 'geophysicist', 'british', 'geoscientist']",12.208589,0.07250448
Q1043728,Carmen C. Velasquez,Filipino parasitologist (1913-1994),"['parasitologist', 'university teacher', 'helminthologist']",60,"['physician', 'chinese', 'taiwanese', 'filipino', 'scientist']",1.2893608,2.3786738
Q20631311,Anne Aly,Australian politician and academic,"['university teacher', 'politician', 'academic', 'political scientist']",13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",6.6900434,2.5160751
Q274628,Laurette Séjourné,French-mexican scholar in ancient american cultures (1911-2003),"[None, 'writer', 'ethnologist']",89,"['french', 'physicist', 'biologist', 'scientist', 'historian']",13.459201,3.78928
Q58007898,Margaret Werner-Washburne,Molecular biologist,['microbiologist'],97,"['biologist', 'cell', 'molecular', 'american', 'professor']",7.1999674,8.514863
Q120665567,Tsippy Tamiri,Israeli mass spectrometrist,"['forensic scientist', 'scientist']",82,"['israeli', 'scientist', 'computer', 'researcher', 'american']",5.221889,9.7517
Q57515793,Elizabeth Roboz Einstein,"American chemist, 1902-1995",['chemist'],11,"['chemist', 'american', 'british', 'canadian', 'researcher']",5.4055953,11.420907
Q24284406,Flora Rose,American scientist,"['scientist', 'nutritionist']",48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",6.733483,16.374495
Q5103349,Helga Eng,Norwegian psychologist and educationalist,"['psychologist', 'pedagogue']",33,"['psychologist', 'american', 'developmental', 'academic', 'canadian']",0.20834854,6.032768
Q108367965,Ana Luz Porzecanski,conservation biologist,"['evolutionary biologist', 'museum administrator', 'museum educator', 'conservation biologist']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",11.935208,10.344313
Q84877047,Jeannette Ickovics,American scientist,"['psychologist', 'professor']",48,"['american', 'scientist', 'planetary', 'astronaut', 'science']",6.7330346,16.37502
Q96094654,Joyce Van Eck,American plant biologist,['biologist'],81,"['plant', 'american', 'biologist', 'scientist', 'physiologist']",9.980378,11.418486
Q2369382,Susanne Melior,German politician,"['politician', 'biologist']",88,"['german', 'mathematician', 'scientist', 'physicist', 'biologist']",11.4081135,7.2269354
Q74355663,Ya-Chi Ho,Taiwanese infectious disease researcher,['researcher'],60,"['physician', 'chinese', 'taiwanese', 'filipino', 'scientist']",7.496654,7.082094
Q6375197,Katarzyna Chałasińska-Macukow,Polish physicist,"['physicist', 'optician']",71,"['physicist', 'american', 'nuclear', 'theoretical', 'particle']",9.889092,7.1014047
Q21338854,Lilian Ross Fraser,"Australian biologist, botanist and civil servant (1908-1987)","['botanist', 'mycologist', 'civil servant', 'botanical collector']",75,"['botanist', 'australian', 'african', 'south', 'zealand']",5.673533,2.1635509
Q1241759,Donna Jo Napoli,American children's writer and linguist,"['linguist', 'writer', 'university teacher', ""children's writer"", 'novelist', 'linguistics teacher']",21,"['linguist', 'american', 'professor', 'linguistics', 'british']",13.885057,17.25512
Q62589321,Joan Morice,first female qualified veterinarian in South Africa,['veterinarian'],50,"['scientist', 'african', 'south', 'ugandan', 'academic']",1.7713522,10.396076
Q42853966,Proscovia Nabbanja,Ugandan geologist and corporate executive,['scientist'],50,"['scientist', 'african', 'south', 'ugandan', 'academic']",10.064422,3.703256
Q7405244,Sally Oey,American astronomer,"['astronomer', 'astrophysicist']",7,"['astronomer', 'american', 'british', 'french', 'german']",22.827208,4.123523
Q108655384,Tamitha Skov,American space weather physicist,['physicist'],44,"['physicist', 'american', 'british', 'space', 'physics']",16.691656,10.404968
Q17098233,Katherine Klein,American psychologist,['psychologist'],73,"['american', 'psychologist', 'clinical', 'psychiatrist', 'cognitive']",-9.652475,11.097293
Q1231087,Suzanne Cory,Australian molecular biologist,"['geneticist', 'molecular biologist', 'university teacher', 'biochemist']",13,"['australian', 'scientist', 'biologist', 'physicist', 'archaeologist']",5.934282,2.3669431
Q21151563,Gladys W. Royal,African-American biochemist (1926-2002),"['chemist', 'biochemist', 'university teacher']",5,"['biochemist', 'american', 'british', 'german', 'geochemist']",5.037218,8.302072
Q16980156,Anastasia Powell,criminologist,"['criminologist', 'researcher']",61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",13.741745,7.129395
Q89734721,Donna Yates (professor),British archeologist and criminologist,"['archaeologist', 'academic', 'criminologist']",41,"['british', 'archaeologist', 'egyptologist', 'english', 'palaeontologist']",20.863317,-0.8556231
Q100272956,Ping Zhang (biologist),American structural biologist,"['structural biologist', 'cancer researcher']",18,"['biologist', 'american', 'molecular', 'evolutionary', 'developmental']",5.7651496,8.905732
Q114562985,Gail H. Cassell,American microbiologist,['microbiologist'],27,"['microbiologist', 'american', 'bacteriologist', 'researcher', 'british']",18.808966,-4.206592
Q108913607,Vasanthi Jayaraman,professor of molecular biology,['scientist'],9,"['professor', 'university', 'chemistry', 'american', 'engineering']",6.196616,8.421914
Q274166,Carlota Perez,British-Venezuelan economist (born 1939),"['economist', 'university teacher']",30,"['economist', 'american', 'british', 'university', 'economics']",13.6267395,-0.55430925
Q131691826,Dorothy M. Skinner,American carcinologist,['carcinologist'],12,"['cancer', 'american', 'epidemiologist', 'researcher', 'biologist']",7.496801,6.242758
Q61964633,Celia Mary Oakley,British cardiologist,"['cardiologist', 'physician']",61,"['american', 'physiologist', 'pathologist', 'cardiologist', 'endocrinologist']",7.4445877,3.737822
